0;0
1,05;1,65
2,1;3,21
3,15;4,66
4,2;6,02
5,25;7,28
6,3;8,45
7,35;9,51
8,41;10,48
9,46;11,35
10,51;12,12
11,56;12,79
12,61;13,37
13,66;13,84
14,71;14,22
15,76;14,5
16,81;14,68
17,86;14,77
18,91;14,76
19,96;14,65
21,01;14,44
22,06;14,13
23,11;13,72
24,16;13,22
25,22;12,62
26,27;11,92
27,32;11,12
28,37;10,23
29,42;9,23
30,47;8,14
31,52;6,95
32,57;5,67
33,62;4,28
34,67;2,8
35,72;1,22
36,49;0
